,Title,tag_list,tag_list2,url,jaccard_sim,neg_jaccard_sim
22,Hrithik Roshan - RADO,"Male,OfficeProfessionals,Wearing_Necklace,UpperClass,MiddleAge(35-55yrs.),Old(55yrs.above),Bald,RecedingHairline,DenseBeard,Mustaches,Male,OfficeProfessionals,Wearing_Necklace,UpperClass,MiddleAge(35-55yrs.),Old(55yrs.above),Bald,RecedingHairline,DenseBeard,Mustaches,Female,Wearing_Formals,Wearing_Necktie,HigherMiddleClass,Sunglasses,Young(16-35yrs.),HeavyMakeup,GrayHair,WhiteHair,SlightBeard","LowIncomeGroup,LowMiddleClass,MiddleClass,Kids(1-15yrs.)",https://www.youtube.com/watch?v=ag5aY0DJ0SI,0.047619047619047616,0.0
17,Dolce&Gabbana Eyewear,"Male,Female,OfficeProfessionals,Wearing_Earrings,Wearing_Lipstick,HigherMiddleClass,UpperClass,Specatacles,MiddleAge(35-55yrs.),Old(55yrs.above),Male,Female,OfficeProfessionals,Wearing_Earrings,Wearing_Lipstick,HigherMiddleClass,UpperClass,Specatacles,MiddleAge(35-55yrs.),Old(55yrs.above),Wearing_Necklace,Wearing_Formals,Sunglasses,Young(16-35yrs.),Bald,StraightHair,WavyHair,Bangs,RecedingHairline,GrayHair,WhiteHair","LowIncomeGroup,LowMiddleClass,Kids(1-15yrs.)",https://www.youtube.com/watch?v=qpjb-gqaSJA,0.045454545454545456,0.0
31,Mac Book Pro,"Male,Students,OfficeProfessionals,Wearing_Formals,Wearing_Necktie,HigherMiddleClass,UpperClass,Young(16-35yrs.),RosyCheeks,Male,Students,OfficeProfessionals,Wearing_Formals,Wearing_Necktie,HigherMiddleClass,UpperClass,Young(16-35yrs.),RosyCheeks,Female,Wearing_Lipstick,Wearing_Casuals,MiddleAge(35-55yrs.),Bald,RecedingHairline,GrayHair,WhiteHair,SlightBeard,DenseBeard,Mustaches,DarkCircleundereyes","LowIncomeGroup,LowMiddleClass,Kids(1-15yrs.),Old(55yrs.above)",https://www.youtube.com/watch?v=hs1HoLs4SD0,0.045454545454545456,0.0
38,Raymond Made To Measure,"Male,OfficeProfessionals,Wearing_Formals,Wearing_Necktie,HigherMiddleClass,Young(16-35yrs.),MiddleAge(35-55yrs.),Old(55yrs.above),Bald,RecedingHairline,GrayHair,WhiteHair,Male,OfficeProfessionals,Wearing_Formals,Wearing_Necktie,HigherMiddleClass,Young(16-35yrs.),MiddleAge(35-55yrs.),Old(55yrs.above),Bald,RecedingHairline,GrayHair,WhiteHair,Wearing_Casuals,MiddleClass,Specatacles,NoBeard,SlightBeard,DenseBeard,Mustaches,Goatee,DarkCircleundereyes","Female,Wearing_Earrings,Wearing_Lipstick,Wearing_Necklace,Kids(1-15yrs.),RosyCheeks,HeavyMakeup",https://www.youtube.com/watch?v=f2QKxNxfQOs,0.045454545454545456,0.0
13,Dark and Lovely Fade Resist Hair Color,"Female,Wearing_Earrings,Wearing_Lipstick,Wearing_Necklace,HigherMiddleClass,UpperClass,Young(16-35yrs.),MiddleAge(35-55yrs.),Old(55yrs.above),RosyCheeks,HeavyMakeup,WhiteHair,ColourHighlights,ColourStreaks,Female,Wearing_Earrings,Wearing_Lipstick,Wearing_Necklace,HigherMiddleClass,UpperClass,Young(16-35yrs.),MiddleAge(35-55yrs.),Old(55yrs.above),RosyCheeks,HeavyMakeup,WhiteHair,ColourHighlights,ColourStreaks,OfficeProfessionals,Wearing_Formals,Wearing_Casuals,MiddleClass,BigLips,BrownHair,BlackHair,GrayHair",Bald,https://www.youtube.com/watch?v=yP4A6r34Vd8,0.043478260869565216,0.0
5,"Beard.com ""The Bar","Male,OfficeProfessionals,Wearing_Formals,Wearing_Casuals,Wearing_Necktie,Young(16-35yrs.),MiddleAge(35-55yrs.),DoubleChin,VisibleCheekBones(Fit),DenseBeard,Male,OfficeProfessionals,Wearing_Formals,Wearing_Casuals,Wearing_Necktie,Young(16-35yrs.),MiddleAge(35-55yrs.),DoubleChin,VisibleCheekBones(Fit),DenseBeard,Students,LowMiddleClass,MiddleClass,HigherMiddleClass,UpperClass,StraightHair,WavyHair,Bangs,BrownHair,BlackHair,GrayHair,WhiteHair,ColourHighlights,ColourStreaks,SlightBeard,Goatee","Female,Wearing_Earrings,Wearing_Lipstick,Wearing_Necklace,LowIncomeGroup,Kids(1-15yrs.),RosyCheeks,ChubbyFace,BigNose,BigLips,BushyEyeBrows,HeavyMakeup,NoBeard,Mustaches",https://www.youtube.com/watch?v=AGGOhsSF9Po,0.037037037037037035,0.0
9,Carlsberg Beer,"Male,OfficeProfessionals,Wearing_Formals,Wearing_Casuals,Young(16-35yrs.),MiddleAge(35-55yrs.),NoBeard,SlightBeard,DenseBeard,Mustaches,Goatee,Male,OfficeProfessionals,Wearing_Formals,Wearing_Casuals,Young(16-35yrs.),MiddleAge(35-55yrs.),NoBeard,SlightBeard,DenseBeard,Mustaches,Goatee,Female,Wearing_Earrings,Wearing_Lipstick,Wearing_Necklace,MiddleClass,HigherMiddleClass,ChubbyFace,DoubleChin,VisibleCheekBones(Fit),BrownHair,BlackHair,GrayHair,WhiteHair,ColourHighlights,ColourStreaks",Kids(1-15yrs.),https://www.youtube.com/watch?v=_fB_qy4opRA,0.037037037037037035,0.0
1,Apple Airpods,"Male,Female,OfficeProfessionals,Wearing_Formals,Wearing_Casuals,Wearing_Necktie,UpperClass,Sunglasses,Young(16-35yrs.),MiddleAge(35-55yrs.),Old(55yrs.above),RosyCheeks,HeavyMakeup,Bald,BlackHair,GrayHair,WhiteHair,Advert,Male,Female,OfficeProfessionals,Wearing_Formals,Wearing_Casuals,Wearing_Necktie,UpperClass,Sunglasses,Young(16-35yrs.),MiddleAge(35-55yrs.),Old(55yrs.above),RosyCheeks,HeavyMakeup,Bald,BlackHair,GrayHair,WhiteHair,Wearing_Lipstick,Wearing_Necklace,HigherMiddleClass,Specatacles,ChubbyFace,VisibleCheekBones(Fit),RecedingHairline,NoBeard,Mustaches,Goatee,Advert","Wearing_Earrings,LowIncomeGroup,Kids(1-15yrs.),BigNose,BigLips,BushyEyeBrows,DarkCircles",https://www.youtube.com/watch?v=IC9urbiVp4M,0.034482758620689655,0.0
0,#NykaaLand | Makeup,"Female,OfficeProfessionals,Wearing_Lipstick,MiddleClass,Young(16-35yrs.),MiddleAge(35-55yrs.),RosyCheeks,HeavyMakeup,Female,OfficeProfessionals,Wearing_Lipstick,MiddleClass,Young(16-35yrs.),MiddleAge(35-55yrs.),RosyCheeks,HeavyMakeup,Students,Wearing_Earrings,Wearing_Formals,Wearing_Casuals,LowMiddleClass,HigherMiddleClass,Sunglasses,Kids(1-15yrs.),BigLips,WavyHair,Bangs,ColourHighlights,ColourStreaks","Male,Bald,SlightBeard,DenseBeard,Mustaches,Goatee,DarkCircleundereyes",https://www.youtube.com/watch?v=9GqxdBV7KsU,0.0,0.0
4,Bank Of Quensland,"OfficeProfessionals,Wearing_Formals,MiddleAge(35-55yrs.),Old(55yrs.above),OfficeProfessionals,Wearing_Formals,MiddleAge(35-55yrs.),Old(55yrs.above),Male,Female,Wearing_Earrings,Wearing_Necklace,Wearing_Necktie,LowMiddleClass,MiddleClass,HigherMiddleClass,UpperClass,Young(16-35yrs.),RecedingHairline,SlightBeard,DenseBeard,Mustaches",Kids(1-15yrs.),https://www.youtube.com/watch?v=1vtcf13zT08,0.0,0.0
